,packen,,,v,pack,بسته بندی كردن
,einpacken,,,v,pack,بسته بندی كردن
,realisieren,,,v,realize,متوجه شدن
,stecken,,,v,put,قرار دادن
,übersteigen,,,v,outstrip,پیش افتادن
,verfolgen,,,v,pursue,تعقیب كردن
,verreisen,,,v,travel,سفر كردن
,versprechen,,,v,promise,پیمان بستن
,verstecken,,,v,hide,پنهان کردن
,verstärken,,,v,strengthen,نیرومند کردن
,vorkommen,,,v,happen,رخ دادن
,wegschmeißen,,,v,throw away,دور انداختن
,wundern,,,v,wonder,شگفت زده شدن
,zurückbringen,,,v,return,بازگشت
,ähnlich,,,adj,similar,مانند
,emotional,,,adj,emotionally,احساسی
,fair,,,adj,fair,منصفانه
,unfair,,,adj,unfair,ناعادلانه
,korrekt,,,adj,correct,درست
,neutral,,,adj,neutral,بی طرف
,ordentlich,,,adj,neat,بسامان
,unordentlich,,,adj,messy,کثیف
,pünktlich,,,adj,punctual,به موقع
,real,,,adj,real,واقعی
,irreal,,,adj,unreal,غیر واقعی
,tot,,,adj,dead,مرده
,irgend,,,adv,any,هر
,nirgends,,,adv,nowhere,هیچ جا
,nirgendwoher,,,adv,nowhere,هیچ جا
,nirgendwohin,,,adv,nowhere,هیچ جا
,damals,,,adv,at that time,در آن زمان
,mithilfe,,,prep,using,با استفاده از
,normalerweise,,,adv,normally,به طور معمول
,zunächst,,,adv,first,اول
,zunächst,,,prep,next to,در کنار
,solche,,,pron,such,چنین
,in Ordnung sein,,,,be okay,درست بودن
,,,,,,
die,Hochschule,n,Hochschulen,,college,آموزشگاه عالی
die,Fachhochschule,n,Fachhochschulen,,university of applied sciences,دانشگاه علوم کاربردی
das,Konservatorium,Konservatorien,Konservatorien,,conservatory,هنرستان
die,Universität,en,Universitäten,,university,دانشگاه
der,Bachelor,s,Bachelors,,bachelor,کارشناسی
der,Master,Master,Master,,master,کارشناسی ارشد
die,Promotion,en,Promotionen,,promotion,دریافت مدرک دکترا
die,Prüfung,en,Prüfungen,,test,آزمون
die,Aufnahmeprüfung,en,Aufnahmeprüfungen,,entrance examination,آزمون ورودی
die,Eignungsprüfung,en,Eignungsprüfungen,,aptitude test,آزمون شایستگی
die,Reifeprüfung,en,Reifeprüfungen,,final examination,آزمون پایانی
die,Zulassungsbedingung,en,Zulassungsbedingungen,,admission requirement,شرایط پذیرش
die,Regelstudienzeit,en,Regelstudienzeiten,,standard period of study,مدت استاندارد تحصیل
die,Forschung,-,-,,research,پژوهش
die,Lehre,-,-,,teach,آموزش
die,Wissenschaft,en,Wissenschaften,,science,دانش
der,Dozent,en,Dozenten,,lecturer,مدرس
die,Hochschulreife,Hochschulreife,Hochschulreife,,university entrance qualification,شرایط ورود به دانشگاه
der,Meister,Meister,Meister,,master,استاد
der,Meistertitel,Meistertitel,Meistertitel,,championship title,عنوان قهرمانی
,einschreiben,,,v,enroll,نام نویسی كردن
,immatrikulieren,,,v,matriculate,ثبت نام کردن در دانشگاه
die,Fakultät,en,Fakultäten,,faculty,دانشكده
die,Geisteswissenschaft,en,Geisteswissenschaften,,humanities,علوم انسانی
die,Gestaltung,en,Gestaltungen,,arrangement,چیدمان
das,Ingenieurwesen,,,,engineering,مهندسی (از نگاه کارکردی)
die,Ingenieurwissenschaft,en,Ingenieurwissenschaften,,Engineering Science,دانش مهندسی (از نگاه آموزشی)
die,Naturwissenschaft,en,Naturwissenschaften,,natural science,علوم طبیعی
die,Rechtswissenschaft,en,Rechtswissenschaften,,law,دانش حقوق
das,Sozialwesen,-,-,,social system,نظام اجتماعی
die,Theologie,n,Theologien,,theology,دانش دینی
die,Wirtschaftswissenschaft,en,Wirtschaftswissenschaften,,economics,اقتصاد
das,Studienfach,Studienfächer,Studienfächer,,subject of study,رشته‌ی تحصیلی
die,Anglistik,,,,English Language and Literature,زبان و ادبیات انگلیسی
die,Betriebswirtschaft,,,,business administration,مدیریت بازرگانی
die,Germanistik,,,,German language and literature,زبان و ادبیات آلمانی
der,Jura,,,,law,قانون
die,Pädagogik,-,-,,pedagogy,دانش آموزش و پرورش
die,Psychologie,-,-,,psychology,دانش روانشناسی
die,Informatik,-,-,,computer science,علوم کامپیوتر
die,Wirtschaftsinformatik,-,-,,management information systems,مدیریت فناوری اطلاعات
der,Schultyp,en,Schultypen,,school type,نوع مدرسه
die,Förderschule,n,Förderschulen,,special needs school,مدرسه با نیازهای ویژه
die,Grundschule,n,Grundschulen,,primary school,مدرسه ابتدایی
die,Hauptschule,n,Hauptschulen,,secondary school,مدرسه متوسطه
die,Realschule,n,Realschulen,,secondary school,مدرسه متوسطه
das,Internat,e,Internate,,boarding school,مدرسه شبانه روزی
der,Beruf,e,Berufe,,profession,حرفه
der,Analytiker,Analytiker,Analytiker,,analyst,تحلیلگر
die,Analytikerin,nen,Analytikerinnen,,analyst,تحلیلگر
der,Buchhändler,Buchhändler,Buchhändler,,bookseller,کتابفروش
die,Buchhändlerin,nen,Buchhändlerinnen,,bookseller,کتابفروش
der,Dolmetscher,Dolmetscher,Dolmetscher,,interpreter,مترجم
die,Dolmetscherin,nen,Dolmetscherinnen,,interpreter,مترجم
der,Facharzt,Fachärzte,Fachärzte,,specialist,متخصص
die,Psychiatrie,-,-,,psychiatry,روانپزشکی
die,Chirurgie,-,-,,surgery,عمل جراحی
der,Fernfahrer,Fernfahrer,Fernfahrer,,truck driver,راننده کامیون
die,Fernfahrerin,nen,Fernfahrerinnen,,truck driver,راننده کامیون
der,Ingenieur,Ingenieure,Ingenieure,,engineer,مهندس
die,Ingenieurin,nen,Ingenieurinnen,,engineer,مهندس
der,Oberarzt,Oberärzte,Oberärzte,,senior physician,پزشک ارشد
die,Oberärztin,nen,Oberärztinnen,,senior physician,پزشک ارشد
die,Kunst,Künste,Künste,,art,هنر
die,Auszeichnung,en,Auszeichnungen,,award,پاداش
der,Oskar,s,Oskars,,oskar,اسکار
das,Kabarett,s,Kabaretts,,cabaret,کاباره
der,Kabarretist,en,Kabarretisten,,cabaret artist,هنرمند کاباره
die,Kabarretistin,nen,Kabarretistinnen,,cabaret artist,هنرمند کاباره
das,Instrument,en,Instrumenten,,instrument,ساز
das,Orchester,,,,orchestra,ارکستر
die,Solokarriere,,,,solo career,حرفه انفرادی
die,Regie,,,,director,كارگردانی
der,Regieassistent,en,Regieassistenten,,assistant director,دستیار کارگردان
die,Regieassistentin,nen,Regieassistentinnen,,assistant director,دستیار کارگردان
das,Drehbuch,Drehbücher,Drehbücher,,film script,فیلمنامه
,auftreten,,,,appear (on the stage),ظاهر شدن
,drehen,,,,turn,نوبت
die,Begabung,en,Begabungen,,talent,استعداد
das,Berufsleben,-,-,,professional life,زندگی حرفه‌ای
die,Besonderheit,en,Besonderheiten,,special feature,ویژگی خاص
der,Einstieg,e,Einstiege,,entrance,ورود
die,Fähigkeit,en,Fähigkeiten,,capability,توانایی
die,Hitze,n,Hitzen,,heat,گرما
die,Jugend,-,-,,youth,جوانان
der,Kandidat,en,Kandidaten,,candidate,نامزد
die,Kandidatin,nen,Kandidatinnen,,candidate,نامزد
das,Kraftfahrzeug,e,Kraftfahrzeuge,,motor vehicle,وسیله نقلیه موتوری
die,Kombination,nen,Kombinationnen,,combination,ترکیب
der,Kompass,e,Kompasse,,compass,قطب‌نما
der,Lebensweg,e,Lebenswege,,life path,مسیر زندگی
die,Leidenschaft,en,Leidenschaften,,passion,شور و اشتیاق
der,Lastkraftwagen,,,,truck,کامیون
die,Mehrzahl,,,,majority,بیشتر
das,Merkmal,,,,feature,ویژگی
die,Organisation,nen,Organisationnen,,organization,سازمان
die,Phase,n,Phasen,,phase,مرحله
die,Endphase,n,Endphasen,,final phase,مرحله نهایی
der,Praktiker,Praktiker,Praktiker,,practitioner,پزشک
der,Praktiker,Praktiker,Praktiker,,practitioner,فرد عمل گرا
die,Praxis,Praxen,Praxen,,office,دفتر پزشک یا وکیل
die,Praxis,-,-,,practice,تمرین
die,Theorie,n,Theorien,,theory,نظریه
das,Recht,-,-,,right,قانون
der,Schüleraustausch,e,Schüleraustausche,,student exchange,تبادل دانشجو
die,Spedition,n,Speditionn,,freight forwarding,حمل و نقل بار
das,Spektrum,Spektren,Spektren,,spectrum,طیف
das,Späte,-,-,,lateness,دیرکرد
der,Transport,e,Transporte,,transport,حمل و نقل
der,Transporteur,e,Transporteure,,transporter,باربر
das,Unternehmen,Unternehmen,Unternehmen,,company,شرکت
der,Vortrag,Vorträge,Vorträge,,speech,سخنرانی
,aufwachsen,,,v,grow up,بزرگ شدن
,befürchten,,,v,fear,ترس
,erfüllen,,,v,fulfill,برآورده کردن
,existieren,,,v,exist,وجود داشتن
,formulieren,,,v,formulate,فرموله کردن
,führen,,,v,lead,هدایت كردن
,hospitieren,,,v,sit in on lectures,اقامت کردن در جایی به منظور کارآموزی
,integrieren,,,v,integrate,ادغام
,kombinieren,,,v,combine,ترکیب کردن
,nachweisen,,,v,prove,ثابت كردن
,raten,,,v,guess,حدس زدن
,raten,,,v,advise,توصیه كردن
,regeln,,,v,regulate,تنظیم کردن
,spezialisieren,,,v,specialize,متخصص شدن
,überlegen,,,v,think,فكر كردن
,überlegen,,,adj,superior,برتر
,umwandeln,,,v,convert,تبدیل کردن
,anerkannt,,,adj,recognized,شناخته شده
,dual,,,adj,dual,دوگانه
,fleißig,,,adj,diligent,کوشا
,gesamt,,,adj,total,همه
,gewöhnlich,,,adj,usual,بهنجار
,ungewöhnlich,,,adj,unusual,نا بهنجار
,klassisch,,,adj,classic,ماندگار
,künstlerisch,,,adj,artistic,هنری
,pädagogisch,,,adj,educational,آموزشی
,praktisch,,,adj,practical,کاربردی
,theoretisch,,,adj,theoretical,نظری
,praxisorientiert,,,adj,practice-oriented,کاربردی
,schwerpunktmäßig,,,adj,mainly,بیشتر
,schwierig,,,adj,difficult,دشوار
,selbstständig,,,adj,self-employed,خویش فرما
,stressig,,,adj,stressful,استرس‌زا
,unabhängig,,,adj,independent,خودگردان
,ungeduldig,,,adj,impatient,بی صبر
,wahr,,,adj,TRUE,راست
,wesentlich,,,adj,essential,اساسی
,nebenbei,,,adv,alongside,در کنار
,wegen,,,prep,because of,به دلیل
,bloß,,,adv,just,فقط
,doch,,,adv,still,با این وجود
,nur,,,adv,only,فقط
,auf diese Weise,,,-,in this way,به این ترتیب
,in der Regel,,,adv,usually,بیشتر
,,,,,,
der,Bauer,n,Bauern,,farmer,کشاورز
die,Bäuerin,nen,Bäuerinnen,,peasant woman,کشاورز (زن)
der,Landwirt,e,Landwirte,,farmer,کشاورز
die,Landwirtin,nen,Landwirtinnen,,farmer,کشاورز
der,Hof,Höfe,Höfe,,courtyard,حیاط
der,Bauernhofe,Bauernhöfe,Bauernhöfe,,farm,مزرعه
die,Gärtnerei,en,Gärtnereien,,market garden,فروشگاه گل و گیاه
die,Scheune,n,Scheunen,,barn,انبار کاه و علوفه
der,Stall,Ställe,Ställe,,stall,طویله
,ausmisten,,,v,decluttering,مرتب سازی
der,Acker,Äcker,Äcker,,field,مزرعه
das,Feld,er,Felder,,field,میدان
die,Weide,n,Weiden,,pasture,چراگاه
das,Gras,Gräser,Gräser,,grass,چمن
das,Heu,-,-,,hay,یونجه
,heuen,,,v,hay,یونجه
der,Anbau,-,-,,cultivation,کشت
der,Anbau,-,-,,annex building,گسترش ساختمان
,anbauen,,,v,cultivate,سبزی کاری کردن
der,Ackerbau,-,-,,agriculture,کشاورزی
der,Landbau,-,-,,agriculture,کشاورزی
die,Tierhaltung,en,Tierhaltungen,,animal husbandry,دامپروری
die,Tierzucht,en,Tierzuchten,,animal breeding,اصلاح نژاد حیوانات
,Bio,,,prep,organic,طبیعی
,biologisch,,,adj,biological,زیستی
der,Öko,s,Ökos,,eco,دوستدار محیط زیست
die,Ökologie,-,-,,ecology,بوم شناسی
,ökologisch,,,adj,ecological,بوم شناختی
die,Umwelt,en,Umwelten,,environment,محیط زیست
der,Umweltschutz,-,-,,environmental protection,حفاظت از محیط زیست
der,Dünger,Dünger,Dünger,,fertilizer,کود
das,Schädlingsmittel,,,,pesticide,آفت کش
,ernten,,,v,harvest,برداشت كردن
,füttern,,,v,feed,غذا دادن
der,Einsatz,Einsätze,Einsätze,,mission,ماموریت
der,Helfer,Helfer,Helfer,,helper,یاور
die,Helferin,nen,Helferinnen,,helper,یاور
das,Mitglied,er,Mitglieder,,member,عضو
die,Organisation,en,Organisationen,,organization,سازمان
der,Zivildienst,e,Zivildienste,,civil service,خدمات ملکی
die,Stiftung,en,Stiftungen,,foundation,بنیاد
,freiwillig,,,adj,voluntary,داوطلبانه
,gemeinnützig,,,,non-profit,انسان دوستانه
der,Esel,Esel,Esel,,donkey,الاغ
der,Hahn,Hähne,Hähne,,faucet,شیر آب
der,Hahn,Hähne,Hähne,,rooster,خروس
,krähen,,,v,crow,بانگ زدن (قوقولی قوقو کردن)
die,Henne,n,Hennen,,hen,مرغ
das,Huhn,Hühner,Hühner,,chicken,مرغ
,gackern,,,v,cackle,قهقهه زدن
der,Hund,Hunde,Hunde,,dog,سگ
die,Hündin,nen,Hündinnen,,female dog,ماده سگ
,bellen,,,v,bark,پارس کردن
der,Kater,Kater,Kater,,male cat,گربه نر
die,Katze,n,Katzen,,cat,گربه
das,Kätzchen,Kätzchen,Kätzchen,,kitten,بچه گربه
,miauen,,,v,meow,میو میو کردن (صدای گربه)
das,Küken,Küken,Küken,,chick,جوجه
der,Bulle,n,Bullen,,bull,گاو نر
die,Kuh,Kühe,Kühe,,cow,گاو ماده
das,Kalb,Kälber,Kälber,,calf,گوساله
,muhen,,,v,moo,ما ما کردن (صدای گاو)
das,Pferd,e,Pferde,,horse,اسب
,wiehern,,,v,neigh,شیهه کشیدن
das,Schaf,e,Schafe,,sheep,گوسفند
,blöken,,,v,bleating,بع بع کردن
das,Schwein,e,Schweine,,pig,خوک
,grunzen,,,v,grunt,غرغر کردن
die,Ziege,n,Ziegen,,goat,بز
,meckern,,,v,bleat,مع مع کردن
,fressen,,,v,eat,خوردن
die,Alp,en,Alpen,,alp,آلپ
die,Alm,en,Almen,,alpine pasture,مرتع آلپ
die,Anfrage,n,Anfragen,,inquiry,پرسش
der,Aspekt,e,Aspekte,,aspect,جنبه
der,Betreuer,Betreuer,Betreuer,,supervisor,سرپرست
die,Betreuerin,nen,Betreuerinnen,,supervisor,ناظر
die,Betreuung,en,Betreuungen,,care,مراقبت
,betreuen,,,v,look after,مراقبت کردن
die,Bewertung,en,Bewertungen,,evaluation,ارزیابی
,bewerten,,,v,evaluate,ارزیابی کردن
die,Bezahlung,en,Bezahlungen,,payment,پرداخت
die,Broschüre,n,Broschüren,,brochure,دفترچهٔ راهنما
die,Diskussion,en,Diskussionen,,discussion,بحث
der,Entschluss,Entschlüsse,Entschlüsse,,decision,تصمیم
die,Erwartung,en,Erwartungen,,expectation,انتظار
,erwarten,,,,expect,انتظار داشتن
der,Fachmann,Fachmänner,Fachmänner,,expert,كارشناس
die,Fachfrau,Fachfrauen,Fachfrauen,,expert,كارشناس
die,Fernsicht,,,,clear view,نمای واضح
der,Forst,e,Forste,,forest,جنگل
die,Freundschaft,en,Freundschaften,,friendship,دوستی
die,Handarbeit,,,,handmade,دست‌ساز
das/der,Hektar,,,,hectares,هکتار
die,Hütte,n,Hütten,,hut,کلبه
die,Kondition,,,,condition,وضعیت
die,Lebensart,,,,lifestyle,سبک زندگی
der,Quark,,,,quark,نوعی محصول لبنی
die,Renovation,en,Renovationen,,renovation,نوسازی
die,Renovierung,en,Renovierungen,,renovation,نوسازی
der,Strom,Ströme,Ströme,,electricity,برق
das,Taschengeld,er,Taschengelder,,pocket money,پول توجیبی
die,Unterbringung,en,Unterbringungen,,accommodation,اقامتگاه
,unterbringen,,,v,accommodate,جای دادن
die,Verarbeitung,en,Verarbeitungen,,processing,پردازش
,verarbeiten,,,v,process,پردازش کردن
die,Vermarktung,en,Vermarktungen,,marketing,بازاریابی
,vermarkten,,,v,market,به بازار عرضه کردن
die,Verpflegung,,,,catering,پذیرایی
,verpflegen,,,,provide food,پذیرایی کردن
die,Vollwertkost,-,-,,wholefood,غذاهای کامل
das,Vorbild,,,,example,نمونه
die,Vorkenntnis,se,Vorkenntnisse,,previous knowledge,پیش آگاهی
die,Zusammenarbeit,,,,cooperation,همکاری
der,Zusammenhang,Zusammenhänger,Zusammenhänger,,connection,اتصال
,arbeiten,,,v,work,كار كردن
,aufstehen,,,v,stand up,برخاستن
,auftreten,,,v,appear,پدیدار شدن
,bedenken,,,v,consider,در نظر گرفتن
,beurteilen,,,v,judge,داوری كردن
,durchstreichen,,,v,strikeout,خط زدن (نوشته)
,einsetzen,,,v,insert,درج کردن
,entschließen,,,v,decide,تصمیم گرفتن
,erhalten,,,v,receive,دریافت کردن
,erwerben,,,v,acquire,کسب کردن
,frieren,,,v,freeze,یخ زدن
,gewohnt sein,,,v,be used to,عادت کردن به
,leuchten,,,v,shine,درخشش
,mitarbeiten,,,v,collaborate,همکاری کردن
,pflegen,,,v,maintain,نگهداری کردن
,schweigen,,,v,be silent,ساكت شدن
,verlassen,,,v,leave,رها كردن
,zubereiten,,,v,prepare,آماده كردن
,dankbar,,,adj,thankful,سپاسگزار
,einwöchig,,,adj,weeklong,یک هفته ای
,giftig,,,adj,poisonous,سمی
,künstlich,,,adj,artificial,ساختگی
,ökonomisch,,,adj,economic,اقتصادی
,optimistisch,,,adj,optimistic,خوشبین
,steil,,,adj,steep,شیب تند
,möglichst,,,adv,if possible,در صورت امکان
,,,,,,
die,Begrüßung,en,Begrüßungen,,greeting,احوالپرسی
,begrüßen,,,,greet,سلام کردن
die,Geste,n,Gesten,,gesture,ژست
der,Handschlag,,,,handshake,دست دادن
die,Wange,n,Wangen,,cheek,گونه
der,Kuss,Küsse,Küsse,,kiss,بوسه
der,Wangenkuss,,,,cheek kiss,بوسه گونه
,küssen,,,,kiss,بوسیدن
das,Nicken,,,,nod,تکان سر
,nicken,,,,nod,سر تکان دادن
,zunicken,,,,nod,سر تکان دادن
die,Umarmung,en,Umarmungen,,hug,بغل کردن
,umarmung,,,,hug,بغل کردن
das,Winken,,,,waving,تکان دادن
,winken,,,,waving,تکان دادن
,zuwinken,,,,wave,موج
,ansprechen,,,,address,آدرس
,siezen,,,,formal address,آدرس رسمی
,duzen,,,,informal address,آدرس غیررسمی
der/das,Small Talk,s,Small Talks,,small talk,بحث کوچک
der,Ausdruck,,,,expression,بیان
,ausdrücken,,,,to express,بیان کردن
der,Begriff,e,Begriffe,,expression,بیان
der,Oberbegriff,,,,general term,اصطلاح عمومی
die,Korrektur,en,Korrekturen,,correction,اصلاح
die,Redewendung,en,Redewendungen,,idiom,اصطلاح
der,Schreibstil,e,Schreibstile,,writing style,سبک نوشتاری
die,Strategie,n,Strategien,,strategy,استراتژی
die,Struktur,en,Strukturen,,structure,ساختار
,wörtlich,,,,literally,به معنای واقعی کلمه
,nachschlagen,,,,look up,نگاه کردن
,übertragen,,,,transmitted,منتقل شده
die,Achtung,,,,danger,خطر
das,Alter,,,,old,قدیمی
der,Anlass,Anlässe,Anlässe,,occasion,مناسبت
der,Auszug,Auszüge,Auszüge,,abstract,انتزاعی
das/der,Blog,s,Blogs,,blog,بلاگ
das/der,Weblog,s,Weblogs,,weblog,وبلاگ
die,Distantz,en,Distantzen,,distance,فاصله
der,Doktor,en,Doktoren,,doctor,پزشک
die,Doktorin,nen,Doktorinnen,,doctor,دکتر
der,Empfang,Empfänge,Empfänge,,reception,پذیرش
die,Fortsetzung,en,Fortsetzungen,,continued,ادامه
die,Kälte,,,,cold,سرد
die,Leitung,,,,line,خط
der,Lerner,,,,learner,یادگیرنده
das,Meeting,s,Meetings,,meeting,جلسه
der,Mut,,,,courage,شجاعت
die,Panik,en,Paniken,,panic,وحشت
das,Pech,,,,bad luck,بدشانسی
das,Pfingsten,,,,pentecost,عید نزول روحالقدس بر رسولان عیسی
die,Position,en,Positionen,,position,موقعیت
der,Ratgeber,,,,counselor,مشاور
die,Religion,,,,religion,دین
der,Respekt,,,,respect,احترام
die,Schwierigkeit,en,Schwierigkeiten,,difficulty,دشواری
der,Sekt,e,Sekte,,sparkling wine,شراب گازدار
das,Tabu,s,Tabus,,taboo,تابو
der,Trend,s,Trends,,trend,روند
die,Umgangsform,en,Umgangsformen,,manners,آداب معاشرت
die,Ursache,n,Ursachen,,caused,باعث شد
das,Verständnis,,,,understanding,درک
das,Vertrauen,,,,trust,اعتماد
der/die,Vorgesetzte,n,Vorgesetzten,,supervisors,سرپرستان
die,Zuordnung,en,Zuordnungen,,assignment,تکلیف
,abhängen,,,,depend,بستگی دارد
,ärgern,,,,annoy,اذیت کردن
,beantworten,,,,answer,پاسخ
,begründen,,,,justify,توجیه کردن
,beherrschen,,,,command,فرمان
,beschäftigten,,,,employed,شاغل
,beschäftigt,,,,busy,مشغول
,erwarten,,,,expect,انتظار داشتن
,leiten,,,,lead,سرب
,schalten,,,,switch,سوئیچ
,sichern,,,,secure,امن
,üben,,,,practice,تمرین
,vergehen,,,,pass,عبور
,vermeiden,,,,avoid,اجتناب از
,akademisch,,,,academic,دانشگاهی
,angenehm,,,,pleasant,دلپذیر
,unangenehm,,,,unpleasant,ناخوشایند
,blumig,,,,flowery,گلدار
,deprimiert,,,,depressed,افسرده
,formell,,,,formally,رسماً
,informell,,,,informal,غیررسمی
,hochachtungsvoll,,,,respectfully,با احترام
,kritisch,,,,critical,بحرانی
,seltsam,,,,strange,عجیب و غریب
,vornehm,,,,elegant,زیبا
,vorzüglich,,,,excellent,عالی
,gegenseitig,,,,each other,یکدیگر
,kaum,,,,barely,به سختی
,teilweise,,,,partially,تا حدی
,überhaupt,,,,at all,اصلاً
,ungefähr,,,,approximately,تقریباً
,vergehen,,,,pass,عبور
,,,,,,
der,Arbeitgeber,Arbeitgeber,Arbeitgeber,,employer,کارفرما
die,Arbeitgeberin,nen,Arbeitgeberinnen,,employer,کارفرما
der,Arbeitnehmer,Arbeitnehmer,Arbeitnehmer,,employees,کارمندان
die,Arbeitnehmerin,nen,Arbeitnehmerinnen,,employee,کارمند
das,Verhältnis,se,Verhältnisse,,relationship,رابطه
das,Arbeitsverhältnis,se,Arbeitsverhältnisse,,employment contract,قرارداد کار
die,Arbeitszeit,en,Arbeitszeiten,,working hours,ساعات کاری
die,Kernarbeitszeit,en,Kernarbeitszeiten,,core working hours,ساعات کاری اصلی
die,Arbeitsstelle,n,Arbeitsstellen,,workplace,محل کار
die,Geschäftsführung,en,Geschäftsführungen,,management,مدیریت
die,Geschäftsleitung,en,Geschäftsleitungen,,management,مدیریت
die,GmbH,,,,Limited liability company,شرکت با مسئولیت محدود
,beschränkt,,,adj,limited,محدود
das,Gehalt,Gehälter,Gehälter,,salary,حقوق
der,Gehalt,Gehalte,Gehalte,,content,محتوا
der,Lohn,Löhne,Löhne,,wage,دستمزد
,netto,,,adj,net,خالص دریافتی
,brutto,,,adj,gross,ناخالص دریافتی
die,Kündigung,en,Kündigungen,,termination,فسخ قرارداد
,kündigen,,,v,terminate,فسخ کردن
die,Frist,en,Fristen,,deadline,مهلت
die,Kündigungsfrist,,,,notice period,مهلت فسخ قرارداد
der,Paragraph,,,,paragraph,بند
,unterschreiben,,,v,sign,امضأ كردن
,anstellen,,,v,hire,استخدام کردن
,beschäftigt,,,adj,busy,مشغول
,arbeiten,,,v,work,کار
,tätig,,,adj,active,فعال
,berufstätig,,,adj,employed,شاغل
das,Diplom,e,Diplome,,diploma,گواهینامه
die,Elektronik,en,Elektroniken,,electronics,الکترونیک
die,Mikroelektronik,en,Mikroelektroniken,,microelectronics,میکروالکترونیک
die,Technik,en,Techniken,,technology,فن
die,Technologie,n,Technologien,,technology,فن آوری
die,Informationstechnik,en,Informationstechniken,,information technology,فناوری اطلاعات
die,Mikrosystemtechnik,en,Mikrosystemtechniken,,microsystems technology,فناوری میکروسیستم‌ها
der,Hersteller,Hersteller,Hersteller,,manufacturer,تولیدکننده
das,Institut,e,Institute,,institute,موسسه
das,Unternehmen,Unternehmen,Unternehmen,,company,شرکت
das,Werk,e,Werke,,factory,کارخانه
das,Layout,s,Layouts,,layout,چیدمان
der,Prozess,e,Prozesse,,process,فرآیند
das,Passwort,Passwörter,Passwörter,,password,گذرواژه
der,Physiker,Physiker,Physiker,,physicist,فیزیکدان
die,Physikerin,nen,Physikerinnen,,physicist,فیزیکدان
der,Chip,s,Chips,,chip,تراشه
der,Mikrochip,s,Mikrochips,,microchip,ریزتراشه
der,Halbleiter,Halbleiter,Halbleiter,,semiconductor,نیمه رسانا
das,Silizium,-,-,,silicon,سیلیکون
die,Scheibe,n,Scheiben,,disc,دیسک
die,Siliziumscheibe,n,Siliziumscheiben,,silicon wafer,ویفر سیلیکونی
der,Wafer,Wafer,Wafer,,wafer,بیسکویت ویفر
die,Wartung,en,Wartungen,,maintenance,تعمیر و نگهداری
,verarbeiten,,,v,process,فرآیند
der,Anspruch,Ansprüche,Ansprüche,,claim,درخواست
der,Antrag,Anträge,Anträge,,application,کاربرد
der,Urlaubsantrag,Urlaubsanträge,Urlaubsanträge,,vacation request,درخواست مرخصی
das,Brett,er,Bretter,,board,تخته
das,Infobrett,er,Infobretter,,notice board,تابلوی اعلانات
die,Brille,n,Brillen,,glasses,عینک
die,Lesebrille,n,Lesebrillen,,reading glasses,عینک مطالعه
der,Dampfer,Dampfer,Dampfer,,steamboat,کشتی بخار
das,Einvernehmen,-,-,,agreement,توافق
die,Formulierung,en,Formulierungen,,formulation,دستور سازی
das,Freiluftkino,s,Freiluftkinos,,open-air cinema,سینمای روباز
die,Herkunft,Herkünfte,Herkünfte,,origin,خاستگاه
das,Intranet,s,Intranets,,intranet,اینترانت
die,Kooperation,en,Kooperationen,,cooperation,همکاری
der,Konsum,-,-,,consumption,مصرف
die,Korrespondenz,en,Korrespondenzen,,correspondence,نامه‌نگاری
die,Kraft,Kräfte,Kräfte,,power,قدرت
der,Krieg,e,Kriege,,war,جنگ
die,Kürze,-,-,,brief,مختصر
der,Laptop,s,Laptops,,laptop,لپ‌تاپ
der,Muttersprachler,Muttersprachler,Muttersprachler,,native speaker,گوینده بومی
die,Muttersprachlerin,nen,Muttersprachlerinnen,,native speaker,گوینده بومی
die,Nachfrage,n,Nachfragen,,demand,تقاضا
der,Sand,e,Sande,,sand,شن و ماسه
das,Satzzeichen,Satzzeichen,Satzzeichen,,sentence marks,علامت‌های جمله
das,Sekretariat,e,Sekretariate,,secretariat,دبیرخانه
der,Spitzname,n,Spitznamen,,nickname,لقب
der,Verwaltung,en,Verwaltungen,,administration,اداره
die,Wanderung,en,Wanderungen,,hike,پیاده‌روی
die,Wiederholung,en,Wiederholungen,,repetition,تکرار
die,Zusammenfassung,en,Zusammenfassungen,,summary,خلاصه
,achten,,,v,regard,توجه کردن
,auszahlen,,,v,pay out,پرداخت کردن
,beitragen,,,v,contribute,همکاری کردن
,durchlesen,,,v,read through,با دقت خواندن
,enthalten,,,v,contain,شامل بودن
,erfolgen,,,v,take place,برگزار شدن
,lassen,,,v,let,اجازه دادن
,nachstellen,,,v,readjust,دوباره تنظیم کردن
,qualifizieren,,,v,qualify,واجد شرایط بودن
,schlagen,,,v,hit,ضربه زدن
,sorgen,,,v,care for,از كسی مراقبت كردن
,testen,,,v,test,آزمودن
,verdecken,,,v,conceal,پنهان کردن
,vertreten,,,v,represent,جانشین بودن
,zerstören,,,v,destroy,نابود کردن
,ziehen,,,v,pull,کشیدن
,zukommen,,,v,to,نزدیک شدن
,zulassen,,,v,allow,اجازه دادن
,denkbar,,,adj,conceivable,قابل تصور
,hochmodern,,,adj,state-of-the-art,خیلی به روز
,individuell,,,adj,individual,فردی
,komplett,,,adj,complete,کامل
,schriftlich,,,adj,in written form,نوشته شده
,verantwortlich,,,adj,responsible,پاسخگو
,winzig,,,adj,tiny,ریز
